pos,variable,label,col_type,missing,value_labels
512,sap27_12,Tangentiality,dbl+lbl,303,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
513,sap28_12,Incoherence,dbl+lbl,302,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
514,sap29_12,Illogicality,dbl+lbl,303,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
515,sap30_12,Circumstantiality,dbl+lbl,302,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
516,sap31_12,Pressure of Speech,dbl+lbl,302,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
517,sap32_12,Distractible Speech,dbl+lbl,303,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
518,sap33_12,Clanging,dbl+lbl,302,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
519,sap34_12,Global Rating of Postive Formal Thought Disorder,dbl+lbl,302,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
520,sap1_18,Auditory Hallucinations,dbl+lbl,335,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
521,sap2_18,Voices Commenting,dbl+lbl,335,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
522,sap3_18,Voices Conversing,dbl+lbl,335,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
523,sap4_18,Somatic or Tactile Hallucinations,dbl+lbl,335,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
524,sap5_18,Olfactory Hallucinations,dbl+lbl,335,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
525,sap6_18,Visual Hallucinations,dbl+lbl,336,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
526,sap7_18,Global Rating of Hallucinations,dbl+lbl,335,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
527,sap8_18,Persecutory Delusions,dbl+lbl,335,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
528,sap9_18,Delusions of Jealousy,dbl+lbl,335,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
529,sap10_18,Delusions of Guilt or Sin,dbl+lbl,335,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
530,sap11_18,Grandiose Delusions,dbl+lbl,335,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
531,sap12_18,Religious Delusions,dbl+lbl,335,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
532,sap13_18,Somatic Delusions,dbl+lbl,335,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
533,sap14_18,Delusions of Reference,dbl+lbl,335,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
534,sap15_18,Delusions of Being Controlled,dbl+lbl,339,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
535,sap16_18,Delusions of Mind Reading,dbl+lbl,335,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
536,sap17_18,Thought Broadcasting,dbl+lbl,335,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
537,sap18_18,Thought Insertion,dbl+lbl,335,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
538,sap19_18,Thought Withdrawal,dbl+lbl,335,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
539,sap20_18,Global Rating of Delusions,dbl+lbl,335,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
540,sap21_18,Clothing and Appearrance,dbl+lbl,335,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
541,sap22_18,Social and Sexual Behaviour,dbl+lbl,335,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
542,sap23_18,Aggressive and Agitated Behaviour,dbl+lbl,335,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
543,sap24_18,Repetitive or Stereotyped Behaviour,dbl+lbl,335,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
544,sap25_18,Global Rating of Bizarre Behaviour,dbl+lbl,335,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
545,sap26_18,Derailment,dbl+lbl,335,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
546,sap27_18,Tangentiality,dbl+lbl,336,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
547,sap28_18,Incoherence,dbl+lbl,335,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
548,sap29_18,Illogicality,dbl+lbl,335,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
549,sap30_18,Circumstantiality,dbl+lbl,335,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
550,sap31_18,Pressure of Speech,dbl+lbl,335,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
551,sap32_18,Distractible Speech,dbl+lbl,336,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
552,sap33_18,Clanging,dbl+lbl,335,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
553,sap34_18,Global Rating of Postive Formal Thought Disorder,dbl+lbl,335,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
554,sap1_24,Auditory Hallucinations,dbl+lbl,360,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
555,sap2_24,Voices Commenting,dbl+lbl,360,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
556,sap3_24,Voices Conversing,dbl+lbl,360,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
557,sap4_24,Somatic or Tactile Hallucinations,dbl+lbl,360,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
558,sap5_24,Olfactory Hallucinations,dbl+lbl,360,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
559,sap6_24,Visual Hallucinations,dbl+lbl,360,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
560,sap7_24,Global Rating of Hallucinations,dbl+lbl,360,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
561,sap8_24,Persecutory Delusions,dbl+lbl,360,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
562,sap9_24,Delusions of Jealousy,dbl+lbl,361,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
563,sap10_24,Delusions of Guilt or Sin,dbl+lbl,360,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
564,sap11_24,Grandiose Delusions,dbl+lbl,360,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
565,sap12_24,Religious Delusions,dbl+lbl,360,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
566,sap13_24,Somatic Delusions,dbl+lbl,361,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
567,sap14_24,Delusions of Reference,dbl+lbl,360,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
568,sap15_24,Delusions of Being Controlled,dbl+lbl,362,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
569,sap16_24,Delusions of Mind Reading,dbl+lbl,360,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
570,sap17_24,Thought Broadcasting,dbl+lbl,360,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
571,sap18_24,Thought Insertion,dbl+lbl,360,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
572,sap19_24,Thought Withdrawal,dbl+lbl,360,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
573,sap20_24,Global Rating of Delusions,dbl+lbl,360,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
574,sap21_24,Clothing and Appearrance,dbl+lbl,361,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
575,sap22_24,Social and Sexual Behaviour,dbl+lbl,360,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
576,sap23_24,Aggressive and Agitated Behaviour,dbl+lbl,360,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
577,sap24_24,Repetitive or Stereotyped Behaviour,dbl+lbl,360,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
578,sap25_24,Global Rating of Bizarre Behaviour,dbl+lbl,360,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
579,sap26_24,Derailment,dbl+lbl,360,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
580,sap27_24,Tangentiality,dbl+lbl,360,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
581,sap28_24,Incoherence,dbl+lbl,360,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
582,sap29_24,Illogicality,dbl+lbl,360,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
583,sap30_24,Circumstantiality,dbl+lbl,360,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
584,sap31_24,Pressure of Speech,dbl+lbl,360,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
585,sap32_24,Distractible Speech,dbl+lbl,360,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
586,sap33_24,Clanging,dbl+lbl,360,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
587,sap34_24,Global Rating of Postive Formal Thought Disorder,dbl+lbl,360,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
588,san1_0,Unchanging Facial Expression,dbl+lbl,89,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
589,san2_0,Decreased Spontaneaous Movements,dbl+lbl,89,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
590,san3_0,Paucity of Expressive Gestures,dbl+lbl,89,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
591,san4_0,Poor Eye Contact,dbl+lbl,89,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
592,san5_0,Affective Nonresponsivity,dbl+lbl,91,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
593,san6_0,Inappropriate Affect,dbl+lbl,91,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
594,san7_0,Lack of Vocal Inflections,dbl+lbl,89,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
595,san8_0,Global Rating of Affective Flattening,dbl+lbl,89,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
596,san9_0,Poverty of Speech,dbl+lbl,90,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
597,san10_0,Poverty of Content of Speech,dbl+lbl,90,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
598,san11_0,Blocking,dbl+lbl,92,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
599,san12_0,Increased Latency of Response,dbl+lbl,89,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
600,san13_0,Global Rating of Alogia,dbl+lbl,90,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
601,san14_0,Grooming and Hygiene,dbl+lbl,89,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
602,san15_0,Impersistence at Work or School,dbl+lbl,89,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
603,san16_0,Physical Anergia,dbl+lbl,89,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
604,san17_0,Global Rating of Avolition - Apathy,dbl+lbl,89,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
605,san18_0,Recreational Interests and Activities,dbl+lbl,89,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
606,san19_0,Sexual Activity,dbl+lbl,94,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
607,san20_0,Ability to Feel Intimacy and Closeness,dbl+lbl,89,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
608,san21_0,Relationshipswith Friends and Peers,dbl+lbl,93,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
609,san22_0,Global Rating of Anhedonia - Asociality,dbl+lbl,89,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
610,san23_0,Social Inattentiveness,dbl+lbl,95,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
611,san24_0,Inattentiveness During Mental Status Testing,dbl+lbl,101,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
612,san25_0,Global Rating of Attention,dbl+lbl,99,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
613,san1_1,Unchanging Facial Expression,dbl+lbl,401,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
614,san2_1,Decreased Spontaneous Movements,dbl+lbl,401,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
615,san3_1,Paucityof Expressive Gestures,dbl+lbl,401,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
616,san4_1,Poor Eye Contact,dbl+lbl,401,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
617,san5_1,Affective Nonresponsivity,dbl+lbl,401,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
618,san6_1,Inappropriate Affect,dbl+lbl,401,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
619,san7_1,Lack of Vocal Inflections,dbl+lbl,401,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
620,san8_1,Global Rating of Affective Flattening,dbl+lbl,401,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
621,san9_1,Poverty of Speech,dbl+lbl,401,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
622,san10_1,Poverty of Content of Speech,dbl+lbl,401,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
623,san11_1,Blocking,dbl+lbl,403,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
624,san12_1,Increased Latency of Response,dbl+lbl,401,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
625,san13_1,Global Rating of Alogia,dbl+lbl,401,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
626,san14_1,Grooming and Hygiene,dbl+lbl,400,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
627,san15_1,Impersistence at Work or School,dbl+lbl,400,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
628,san16_1,Physical Anergia,dbl+lbl,400,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
629,san17_1,Global Rating of Avolition - Apathy,dbl+lbl,400,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
630,san18_1,Recreational Interests and Activities,dbl+lbl,400,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
631,san19_1,Sexual Activity,dbl+lbl,401,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
632,san20_1,Ability to Feel Intimacy and Closeness,dbl+lbl,400,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
633,san21_1,Relationships with Friends and Peers,dbl+lbl,401,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
634,san22_1,Global Rating of Anhedonia - Asociality,dbl+lbl,400,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
635,san23_1,Social Inattentiveness,dbl+lbl,402,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
636,san24_1,Inattentiveness During Mental Status Testing,dbl+lbl,409,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
637,san25_1,Global Rating of Attention,dbl+lbl,407,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
638,san1_2,Unchanging Facial Expression,dbl+lbl,304,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
639,san2_2,Decreased Spontaneous Movements,dbl+lbl,304,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
640,san3_2,Paucityof Expressive Gestures,dbl+lbl,305,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
641,san4_2,Poor Eye Contact,dbl+lbl,304,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
642,san5_2,Affective Nonresponsivity,dbl+lbl,304,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
643,san6_2,Inappropriate Affect,dbl+lbl,305,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
644,san7_2,Lack of Vocal Inflections,dbl+lbl,304,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
645,san8_2,Global Rating of Affective Flattening,dbl+lbl,304,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
646,san9_2,Poverty of Speech,dbl+lbl,304,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
647,san10_2,Poverty of Content of Speech,dbl+lbl,304,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
648,san11_2,Blocking,dbl+lbl,311,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
649,san12_2,Increased Latency of Response,dbl+lbl,304,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
650,san13_2,Global Rating of Alogia,dbl+lbl,304,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
651,san14_2,Grooming and Hygiene,dbl+lbl,304,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
652,san15_2,Impersistence at Work or School,dbl+lbl,304,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
653,san16_2,Physical Anergia,dbl+lbl,304,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
654,san17_2,Global Rating of Avolition - Apathy,dbl+lbl,304,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
655,san18_2,Recreational Interests and Activities,dbl+lbl,304,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
656,san19_2,Sexual Activity,dbl+lbl,307,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
657,san20_2,Ability to Feel Intimacy and Closeness,dbl+lbl,305,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
658,san21_2,Relationships with Friends and Peers,dbl+lbl,306,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
659,san22_2,Global Rating of Anhedonia - Asociality,dbl+lbl,305,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
660,san23_2,Social Inattentiveness,dbl+lbl,307,"c(None = 0, Questionable = 1, Mild = 2, Moderate = 3, Marked = 4, Severe = 5, Missing = 77)"
